method,checkpoint_dataset_selection,test_dataset_selection,profile_selection,metric_mode,reference_available_catalog,reference_available_detected,images,paired_images,niqe,brisque,piqe,musiq,maniqa,clipiqa,mean_luminance,rms_contrast,entropy,sharpness_laplacian_var,colorfulness,noise_sigma,underexposed_ratio,overexposed_ratio,brightness_gain,loe,psnr,ssim,lpips
RetinexTapetum,LOL-v2 / Real_captured,LOL-v2 / Real_captured,LOL-v2 / Real_captured,paired+no_reference,True,True,100,100,4.648343850192657,24.627269287109375,42.91206871032715,66.90400104522705,0.4319906669855118,0.29733712822198866,0.46862474888563155,0.16503212042152882,7.12392559837204,0.012486445880495013,27.353118982315063,0.00396616214702936,0.0,0.006720583333333333,0.4110435739159584,108.651948,20.018981209603496,0.8405284833908081,0.1257737142778933
