dataset_key,data_name,data_variant,stage,run_name,seed,epochs,resume_from_epoch,trained_epochs_this_run,completed_epoch,scheduler_horizon,expected_trainable_params,run_context,elapsed_seconds,completed_at,BATCH_SIZE,CROP_SIZE,BASE_CHANNELS,W_L1,W_RECON_LOW,W_RECON_HIGH,W_REFLECT,W_SMOOTH_LOW,W_SMOOTH_HIGH,W_SMOOTH_ENH,LR,MIN_LR,GRAD_CLIP_NORM,LAMBDA_MAX,W_SSIM,W_LPIPS,W_COLOR,W_CHROMA,W_EDGE,W_DARK_NOISE,W_ATTN,best_epoch,checkpoint_epoch,lambda_mean,lpips,lpips_resize,psnr,ssim,val_count,study_name,study_context
uhd_ll_down4,UHD-LL down4,,fidelity,trial_0000,42,12,10,2,12,120,536463,ec2345235bd55b6137231395fafb697fed5b23f68f1fde77ac9afa364324dcaf,922.5205001831056,2026-08-11T13:52:53,2,256,128,1.0,1.0,0.85,0.06,0.08,0.08,0.06,0.0007873952428969,1.667796398728883e-05,8.0,1.9,0.35,0.08,0.06,0.12,0.04,0.01,0.012,12,12,1.3981525301933289,0.0545996139388017,256,25.79595397094609,0.9180520423527422,116,retinextapetum_uhd_ll_down4_fidelity_9d957e1f31,9d957e1f31
uhd_ll_down4,UHD-LL down4,,fidelity,trial_0006,42,12,10,2,12,120,536463,606dd62f47ac6a5cabd44c284168d97a705439c5f4d6e8a2203a28514702387b,923.37561917305,2026-08-11T15:25:18,2,256,128,1.0,1.0,0.85,0.06,0.08,0.08,0.06,0.0007873952428969,1.667796398728883e-05,8.0,1.9,0.55,0.06,0.06,0.12,0.04,0.01,0.012,12,12,1.401328949065044,0.054405785864219,256,25.781812995407066,0.9183035564833674,116,retinextapetum_uhd_ll_down4_fidelity_9d957e1f31,9d957e1f31
uhd_ll_down4,UHD-LL down4,,fidelity,trial_0001,42,12,10,2,12,120,536463,4f67515ca0471a1a111dd364093cb5e821ba0ded540281d5f23da06bf24bd492,923.3122086524965,2026-08-11T14:08:17,2,256,128,1.0,1.0,0.85,0.06,0.08,0.08,0.06,0.0007873952428969,1.667796398728883e-05,8.0,1.9,0.45,0.12,0.06,0.12,0.04,0.01,0.012,12,12,1.3971078226278568,0.0549909205673712,256,25.765695084244644,0.917804625527612,116,retinextapetum_uhd_ll_down4_fidelity_9d957e1f31,9d957e1f31
uhd_ll_down4,UHD-LL down4,,fidelity,trial_0010,42,12,10,2,12,120,536463,90f8c17382ddf9f462da32c4e1084330cbcf5241d9061bfce51df19c373902c8,924.502907037735,2026-08-11T16:26:51,2,256,128,1.0,1.0,0.85,0.06,0.08,0.08,0.06,0.0007873952428969,1.667796398728883e-05,8.0,1.9,0.5,0.05,0.06,0.12,0.04,0.01,0.012,12,12,1.3930193956555992,0.0547228100195784,256,25.728811940781057,0.9182001511598455,116,retinextapetum_uhd_ll_down4_fidelity_9d957e1f31,9d957e1f31
uhd_ll_down4,UHD-LL down4,,fidelity,trial_0007,42,12,10,2,12,120,536463,d5bfdd8e5bd342a44c83c07336ec8d5a21aad4b3f179a3a0f067dfa28897677b,920.1268832683564,2026-08-11T15:40:39,2,256,128,1.0,1.0,0.85,0.06,0.08,0.08,0.06,0.0007873952428969,1.667796398728883e-05,8.0,1.9,0.55,0.05,0.06,0.12,0.04,0.01,0.012,12,12,1.4058916964407624,0.0544015128438457,256,25.708147066590023,0.9183039264432316,116,retinextapetum_uhd_ll_down4_fidelity_9d957e1f31,9d957e1f31
uhd_ll_down4,UHD-LL down4,,fidelity,trial_0008,42,12,10,2,12,120,536463,606dd62f47ac6a5cabd44c284168d97a705439c5f4d6e8a2203a28514702387b,922.6313192844392,2026-08-11T15:56:03,2,256,128,1.0,1.0,0.85,0.06,0.08,0.08,0.06,0.0007873952428969,1.667796398728883e-05,8.0,1.9,0.55,0.06,0.06,0.12,0.04,0.01,0.012,12,12,1.3888540699564178,0.0545811014860097,256,25.643077947287143,0.917758630267505,116,retinextapetum_uhd_ll_down4_fidelity_9d957e1f31,9d957e1f31
uhd_ll_down4,UHD-LL down4,,fidelity,trial_0002,42,12,10,2,12,120,536463,1fc81f373ec67fcc06eccb783504ec25d8f40a56629b69b1d59970d96ce89b11,921.7522161006927,2026-08-11T14:23:40,2,256,128,1.0,1.0,0.85,0.06,0.08,0.08,0.06,0.0007873952428969,1.667796398728883e-05,8.0,1.9,0.65,0.08,0.06,0.12,0.04,0.01,0.012,12,12,1.389247771480988,0.054708257879548,256,25.61445319049877,0.9177901051167784,116,retinextapetum_uhd_ll_down4_fidelity_9d957e1f31,9d957e1f31
uhd_ll_down4,UHD-LL down4,,fidelity,trial_0009,42,12,10,2,12,120,536463,042f89713ebfd6a9bda6f3afa59b0eb4134443baba90689f944dcb3a51cdfabd,921.995884180069,2026-08-11T16:11:26,2,256,128,1.0,1.0,0.85,0.06,0.08,0.08,0.06,0.0007873952428969,1.667796398728883e-05,8.0,1.9,0.75,0.09,0.06,0.12,0.04,0.01,0.012,12,12,1.3862954809747894,0.0557047348019891,256,25.58980707741516,0.9179493728382834,116,retinextapetum_uhd_ll_down4_fidelity_9d957e1f31,9d957e1f31
uhd_ll_down4,UHD-LL down4,,fidelity,trial_0011,42,12,10,2,12,120,536463,db830989b75583aed90db21b6cc7335bad9427cfaaa32ac6a34b5036981e94da,922.530430316925,2026-08-11T16:42:14,2,256,128,1.0,1.0,0.85,0.06,0.08,0.08,0.06,0.0007873952428969634,1.667796398728883e-05,8.0,1.9,0.4,0.07,0.06,0.12,0.04,0.01,0.012,12,12,1.3868877846619179,0.05455857234332582,256,25.578079112203085,0.9172123675716335,116,retinextapetum_uhd_ll_down4_fidelity_9d957e1f31,9d957e1f31
uhd_ll_down4,UHD-LL down4,,fidelity,trial_0005,42,12,10,2,12,120,536463,0ec03bf396851e8c8d7006a2f27b3457ccfb6844990053700b099a34b2b5d107,922.614243030548,2026-08-11T15:09:54,2,256,128,1.0,1.0,0.85,0.06,0.08,0.08,0.06,0.0007873952428969,1.667796398728883e-05,8.0,1.9,0.75,0.02,0.06,0.12,0.04,0.01,0.012,12,12,1.389050884493466,0.0565744551974509,256,25.564453009223435,0.9181815899651626,116,retinextapetum_uhd_ll_down4_fidelity_9d957e1f31,9d957e1f31
