dataset,dataset_variant,filename,dark_pixels,bright_pixels,T_mean,T_median,Td_mean,Td_median,Td_dark_mean,Td_dark_median,Td_bright_mean,Td_bright_median,lambda_dark_mean,lambda_dark_median,lambda_bright_mean,lambda_bright_median,boost_dark_mean,boost_dark_median,boost_bright_mean,boost_bright_median,corr_Td_darkness,corr_boost_darkness,gain_mean,gain_median,gain_dark_mean,gain_bright_mean
LOL-v2,Real_captured,00740.png,240000,0,0.9856390953063965,0.999470055103302,0.8127343654632568,0.8094054460525513,0.8127343654632568,0.8094054460525513,nan,nan,1.651229739189148,1.6373547315597534,nan,nan,1.6254687309265137,1.6188108921051025,nan,nan,0.8968453407287598,0.8968466520309448,2.6254687309265137,2.6188108921051025,2.6254687309265137,nan
LOL-v2,Real_captured,00741.png,239928,18,0.9984259605407715,0.9998645782470703,0.8391833305358887,0.8404697775840759,0.8393330574035645,0.840484619140625,0.11498873680830002,0.09707558155059814,1.6814144849777222,1.6837295293807983,0.22997747361660004,0.1941511631011963,1.678666114807129,1.68096923828125,0.22997747361660004,0.1941511631011963,0.9866596460342407,0.9866623878479004,2.6783666610717773,2.6809396743774414,2.678666114807129,1.2299774885177612
LOL-v2,Real_captured,00742.png,239971,9,0.9865635633468628,0.9975628852844238,0.8121966123580933,0.8116941452026367,0.8122571706771851,0.8116984963417053,0.1300353705883026,0.12897205352783203,1.6479244232177734,1.6437394618988037,0.2600707411766052,0.25794410705566406,1.6245143413543701,1.6233969926834106,0.2600707411766052,0.25794410705566406,0.6257659196853638,0.6257678866386414,2.6243932247161865,2.6233882904052734,2.62451434135437,1.26007080078125
LOL-v2,Real_captured,00743.png,239909,60,0.9974453449249268,0.999974250793457,0.8303921818733215,0.8183686137199402,0.8306320309638977,0.818381667137146,0.08805977553129196,0.08596104383468628,1.6659554243087769,1.6387643814086914,0.17611955106258392,0.17192208766937256,1.6612640619277954,1.636763334274292,0.17611955106258392,0.17192208766937256,0.9468882083892822,0.9468904137611389,2.6607842445373535,2.63673734664917,2.661264181137085,1.1761195659637451
LOL-v2,Real_captured,00744.png,239928,53,0.9890786409378052,0.9998883008956909,0.8311307430267334,0.8236481547355652,0.8313308954238892,0.8236594796180725,0.08914022147655487,0.08459222316741943,1.6837096214294434,1.6533193588256836,0.17828044295310974,0.16918444633483887,1.6626617908477783,1.647318959236145,0.17828044295310974,0.16918444633483887,0.5500476956367493,0.5500485897064209,2.662261486053467,2.64729642868042,2.6626617908477783,1.1782803535461426
LOL-v2,Real_captured,00745.png,239947,15,0.9969093799591064,0.9999982118606567,0.8524678945541382,0.8909375667572021,0.852584958076477,0.8909866213798523,0.12722910940647125,0.11358815431594849,1.7110463380813599,1.7936817407608032,0.2544582188129425,0.22717630863189697,1.705169916152954,1.7819732427597046,0.2544582188129425,0.22717630863189697,0.9823908805847168,0.9823915958404541,2.7049357891082764,2.7818751335144043,2.705169916152954,1.2544581890106201
LOL-v2,Real_captured,00746.png,239944,15,0.9970244765281677,0.9999983310699463,0.8526895642280579,0.8902150392532349,0.8528116345405579,0.8902649283409119,0.13063469529151917,0.11527508497238159,1.7112767696380615,1.7913799285888672,0.26126939058303833,0.23055016994476318,1.7056232690811157,1.7805298566818237,0.26126939058303833,0.23055016994476318,0.9831628203392029,0.9831634163856506,2.7053792476654053,2.7804300785064697,2.7056233882904053,1.261269450187683
LOL-v2,Real_captured,00747.png,239651,34,0.9974212050437927,0.9999864101409912,0.846306324005127,0.848747193813324,0.84698086977005,0.8488428592681885,0.1277480572462082,0.12653714418411255,1.6988086700439453,1.7004516124725342,0.2554961144924164,0.2530742883682251,1.6939617395401,1.697685718536377,0.2554961144924164,0.2530742883682251,0.9343434572219849,0.934345006942749,2.692612648010254,2.6974945068359375,2.6939618587493896,1.2554961442947388
LOL-v2,Real_captured,00748.png,239643,29,0.99745774269104,0.9999879598617554,0.8466721177101135,0.84880530834198,0.8473584055900574,0.8488917946815491,0.12142939120531082,0.12230175733566284,1.6995022296905518,1.700329303741455,0.24285878241062164,0.24460351467132568,1.6947168111801147,1.6977835893630981,0.24285878241062164,0.24460351467132568,0.9356225728988647,0.9356240630149841,2.6933441162109375,2.69761061668396,2.694716691970825,1.2428587675094604
LOL-v2,Real_captured,00749.png,239871,3,0.9964900016784668,0.9998685121536255,0.8382209539413452,0.8404498100280762,0.8384593725204468,0.840471625328064,0.15764814615249634,0.14963018894195557,1.6830995082855225,1.6863157749176025,0.3152962923049927,0.29926037788391113,1.6769187450408936,1.680943250656128,0.3152962923049927,0.29926037788391113,0.9866768717765808,0.986679196357727,2.6764419078826904,2.6808996200561523,2.6769187450408936,1.3152961730957031
LOL-v2,Real_captured,00750.png,239789,2,0.996261477470398,0.9998770952224731,0.8347933888435364,0.8355001211166382,0.8351757526397705,0.8355323672294617,0.19369131326675415,0.19220000505447388,1.6769729852676392,1.6750450134277344,0.3873826265335083,0.38440001010894775,1.670351505279541,1.6710647344589233,0.3873826265335083,0.38440001010894775,0.9855665564537048,0.9855684638023376,2.6695868968963623,2.6710002422332764,2.670351505279541,1.3873827457427979
LOL-v2,Real_captured,00751.png,239997,0,0.989657998085022,0.9995923638343811,0.8157271146774292,0.8110352158546448,0.8157323002815247,0.8110355138778687,nan,nan,1.6498512029647827,1.629278540611267,nan,nan,1.6314646005630493,1.6220710277557373,nan,nan,0.946955144405365,0.9469567537307739,2.6314544677734375,2.6220703125,2.6314644813537598,nan
LOL-v2,Real_captured,00752.png,239998,0,0.9917681813240051,0.9995206594467163,0.8303385376930237,0.8289976119995117,0.8303423523902893,0.8289979100227356,nan,nan,1.6753778457641602,1.6662311553955078,nan,nan,1.6606847047805786,1.6579958200454712,nan,nan,0.9612677097320557,0.9612696170806885,2.660677194595337,2.6579952239990234,2.660684823989868,nan
LOL-v2,Real_captured,00753.png,240000,0,0.9952762126922607,0.9999605417251587,0.834211528301239,0.8250467777252197,0.834211528301239,0.8250467777252197,nan,nan,1.6772377490997314,1.6523898839950562,nan,nan,1.668423056602478,1.6500935554504395,nan,nan,0.9408370852470398,0.9408392906188965,2.6684229373931885,2.6500935554504395,2.6684229373931885,nan
LOL-v2,Real_captured,00754.png,240000,0,0.9949324131011963,0.9999569654464722,0.8340204954147339,0.824804425239563,0.8340204954147339,0.824804425239563,nan,nan,1.6775215864181519,1.6519275903701782,nan,nan,1.6680409908294678,1.649608850479126,nan,nan,0.9254306554794312,0.9254326820373535,2.6680409908294678,2.649608850479126,2.6680409908294678,nan
LOL-v2,Real_captured,00755.png,240000,0,0.9792169332504272,0.9987550973892212,0.8254041075706482,0.8237711191177368,0.8254041075706482,0.8237711191177368,nan,nan,1.6894218921661377,1.6645429134368896,nan,nan,1.6508082151412964,1.6475422382354736,nan,nan,0.32618290185928345,0.326183557510376,2.650808095932007,2.6475422382354736,2.650808095932007,nan
