image,prediction,mean_luminance,rms_contrast,entropy,sharpness_laplacian_var,colorfulness,noise_sigma,underexposed_ratio,overexposed_ratio,brightness_gain,loe,niqe,brisque,piqe,musiq,maniqa,clipiqa,psnr,ssim,lpips
1003_UHD_LL.JPG,1003_UHD_LL.png,0.37142297625541687,0.20106764137744904,6.935940563107961,0.0030538279097527266,38.81509780883789,0.002124069665093233,0.0,0.0,0.3232070207595825,168.7812,5.921883254028942,22.43182373046875,33.05471420288086,58.36362075805664,0.29558753967285156,0.41970935463905334,19.73815967771211,0.8120479583740234,0.2109217643737793
1009_UHD_LL.JPG,1009_UHD_LL.png,0.5204198360443115,0.17935657501220703,7.047792032526625,0.004914321471005678,38.663330078125,0.0015746545800735315,0.0,1.736111111111111e-05,0.293772429227829,61.4012,5.182643892152407,29.11334228515625,57.08283615112305,76.50281524658203,0.457442969083786,0.6240410804748535,27.5769352817265,0.9615949988365173,0.029755281284451485
1024_UHD_LL.JPG,1024_UHD_LL.png,0.4749487042427063,0.16181182861328125,6.924853868687811,0.00412620697170496,34.887001037597656,0.0015833524067215034,0.0,0.0,0.35207700729370117,86.1052,5.305341982918416,25.28680419921875,54.805938720703125,74.944580078125,0.41073501110076904,0.6079382300376892,20.98899823096724,0.937222421169281,0.05939715355634689
1043_UHD_LL.JPG,1043_UHD_LL.png,0.4175320267677307,0.15188686549663544,6.877398882753368,0.002950160065665841,27.475860595703125,0.0016870816744073479,0.0,0.0,0.3469529449939728,87.5172,5.223878610546508,21.57769775390625,42.46701431274414,69.0167465209961,0.3268498480319977,0.4924333989620209,16.92750302447814,0.8832864165306091,0.13025635480880737
1085_UHD_LL.JPG,1085_UHD_LL.png,0.28922179341316223,0.1593814194202423,7.134031245436432,0.031548675149679184,47.399322509765625,0.004791219910159755,0.0,0.0,0.22826029360294342,157.882,3.9880290910598455,42.57562255859375,58.212215423583984,77.33307647705078,0.5204018354415894,0.5715934634208679,19.557849853860986,0.8713710308074951,0.06089857965707779
1102_UHD_LL.JPG,1102_UHD_LL.png,0.4895784258842468,0.19791629910469055,7.3740246180075,0.004895171616226435,61.428550720214844,0.00246137505422816,0.0,0.0,0.14484095573425293,36.7392,3.4925887634038704,26.30877685546875,46.250980377197266,75.88602447509766,0.5114021897315979,0.6345758438110352,20.076401966559047,0.9214074611663818,0.05656469985842705
1124_UHD_LL.JPG,1124_UHD_LL.png,0.46661871671676636,0.18895626068115234,7.307296474861435,0.004156815353780985,59.24896240234375,0.002242863137499589,0.0,0.0,0.16029086709022522,32.902,3.3572600282857654,27.82611083984375,50.74013900756836,76.13117218017578,0.5033626556396484,0.6179550290107727,22.4043908002786,0.9296777844429016,0.05423104017972946
1142_UHD_LL.JPG,1142_UHD_LL.png,0.4655695855617523,0.18677474558353424,7.292361267643824,0.004031294025480747,59.09748458862305,0.0021803053622873234,0.0,0.0,0.16550040245056152,32.8356,3.453957911840342,28.06072998046875,49.074398040771484,76.1815414428711,0.5006070137023926,0.6241674423217773,22.548876687839233,0.9343175292015076,0.05383426323533058
1165_UHD_LL.JPG,1165_UHD_LL.png,0.4708980321884155,0.1892942637205124,7.298407494720474,0.0026004102546721697,61.453269958496094,0.001719548954121222,1.1574074074074073e-05,0.0,0.31622499227523804,50.8036,4.3318908125281315,36.49749755859375,61.19921875,76.7896957397461,0.47061312198638916,0.5899777412414551,21.77208653472956,0.9166749119758606,0.09195403754711151
1184_UHD_LL.JPG,1184_UHD_LL.png,0.4809933304786682,0.19566601514816284,7.320924880431936,0.002384432125836611,63.202850341796875,0.0016221790455382646,0.0,0.0,0.38893967866897583,77.5824,4.954034170100482,39.62628173828125,62.19364547729492,76.69832611083984,0.4429115355014801,0.5512511730194092,20.621679555374605,0.8826257586479187,0.13034175336360931
