method,dataset,variant,checkpoint,checkpoint_epoch,parameters,params_m,mac_input_height,mac_input_width,macs_g,flops_g,fps_400x600,latency_ms_400x600,peak_gpu_memory_mb_400x600,test_native_fps,test_native_mean_ms,test_native_median_ms,test_peak_gpu_memory_mb,psnr,ssim,lpips,lpips_256,matched,mean_height,mean_width,lambda_mean,lambda_min,lambda_max,attention_mean,attention_min,attention_max,dark_prior_mean,effective_gain_mean,illumination_gain_mean,checkpoint_dataset_selection,test_dataset_selection,profile_selection,metric_mode,reference_available_catalog,reference_available_detected,images,paired_images,niqe,brisque,piqe,musiq,maniqa,clipiqa,mean_luminance,rms_contrast,entropy,sharpness_laplacian_var,colorfulness,noise_sigma,underexposed_ratio,overexposed_ratio,brightness_gain,loe
RetinexTapetum,UHD-LL down4,,/content/drive/MyDrive/TAPETUM/UHD-LL down4/RetinexTapetum/checkpoints/best.pth,77,536463,0.536463,400,600,72.351411776,144.702823552,7.93847688103715,125.96874878967355,876.08935546875,3.7370174527278883,267.5930772734379,267.3391195021395,1932.37744140625,24.71073472916947,0.911466627518336,0.0884359505896767,0.04400109396316111,150,540.0,960.0,1.011929445664088,0.010594341903924942,1.349868893623352,0.9999997246265412,0.2928127348423004,1.0,0.7658874559402465,1.0119291452566783,2.0119287451108296,UHD-LL down4,UHD-LL down4,UHD-LL down4,paired+no_reference,True,True,150,150,5.120518273718256,30.477939453125,48.323653875986736,68.71005037943522,0.4254134128491084,0.47219626237948736,0.46533704827229183,0.19257563208540282,7.029103757724863,0.00579891153635496,40.82401501019796,0.0022643671079352976,0.0012352880658436213,0.0008071244855967078,0.2794287116328875,70.276408
