method,dataset,variant,checkpoint,checkpoint_epoch,parameters,params_m,mac_input_height,mac_input_width,macs_g,flops_g,fps_400x600,latency_ms_400x600,peak_gpu_memory_mb_400x600,test_native_fps,test_native_mean_ms,test_native_median_ms,test_peak_gpu_memory_mb,psnr,ssim,lpips,lpips_256,matched,mean_height,mean_width,lambda_mean,lambda_min,lambda_max,attention_mean,attention_min,attention_max,dark_prior_mean,effective_gain_mean,illumination_gain_mean
RetinexTapetum,UHD-LL down4,,/content/drive/MyDrive/TAPETUM/UHD-LL down4/RetinexTapetum/checkpoints/best.pth,77,536463,0.536463,400,600,72.351411776,144.702823552,7.93847688103715,125.96874878967355,876.08935546875,3.7370174527278883,267.5930772734379,267.3391195021395,1932.37744140625,24.52193062983093,0.9149866692225138,0.0886081938073039,0.04400109396316111,150,540.0,960.0,1.011929445664088,0.010594341903924942,1.349868893623352,0.9999997246265412,0.2928127348423004,1.0,0.7658874559402465,1.0119291452566783,2.0119287451108296
