method,dataset_selection,profile_selection,metric_mode,reference_available_catalog,reference_available_detected,images,paired_images,niqe,brisque,piqe,musiq,maniqa,clipiqa,mean_luminance,rms_contrast,entropy,sharpness_laplacian_var,colorfulness,noise_sigma,underexposed_ratio,overexposed_ratio,brightness_gain,loe,psnr,ssim,lpips
RetinexTapetum,LOL-v1,LOL-v1,paired+no_reference,True,True,15,15,4.603915703910084,26.003812662760417,48.86411272684733,69.82845052083333,0.44813870191574096,0.326120995481809,0.4457773824532827,0.17500230918327966,7.080808361829594,0.007100031431764364,27.308376026153564,0.0024043095920850493,0.0,0.0008722222222222223,0.3860164244969686,96.16258666666666,21.03918920290721,0.8316066821416219,0.13574021756649018
