candidate,is_source_baseline,psnr,psnr_std,ssim,ssim_std,lpips,lpips_std,seeds
hpo_candidate_01_trial_0003_4225fc3909,False,21.485952862660316,0.058589456151317554,0.8249617921557403,0.0029080024535032604,0.17334229873430326,0.004529406452737358,"[42, 123, 3407]"
hpo_candidate_02_trial_0012_3df5d5c6d5,False,21.57591856243353,0.037300544902217084,0.831708858842435,0.00037851318141558804,0.16148713177097015,0.00587851372583676,"[42, 123, 3407]"
source_profile_baseline,True,21.147320965567427,0.08274030416570984,0.8227356758670531,0.003220966574318006,0.1781516055877946,0.010368051259355958,"[42, 123, 3407]"
