candidate,is_source_baseline,psnr,psnr_std,ssim,ssim_std,lpips,lpips_std,seeds
hpo_candidate_01_trial_0005_171f3c86dc,False,21.99782638181126,0.12612387771281597,0.8652520630922583,0.0026569422554417205,0.13030533001033798,0.008699818935640475,"[42, 123, 3407]"
hpo_candidate_02_trial_0002_f1bfd5bf87,False,21.90742351139461,0.07729875583646746,0.8652237322595385,0.0022182341306913613,0.12557528276617327,0.00549731751365604,"[42, 123, 3407]"
source_profile_baseline,True,21.655848386539194,0.09112435177666539,0.8587094648844666,0.003590044864123198,0.13661055295314226,0.0051077489983298915,"[42, 123, 3407]"
