dataset,dataset_variant,ablation_variant,matched,psnr,ssim,lpips,lpips_resize
UHD-LL down4,,full,150,24.771893696165485,0.9158619932333628,0.08864880837500096,0.042062129223098356
UHD-LL down4,,retinex_base_only,150,11.078395480482532,0.623841319680214,0.21684994844098887,0.1585255284483234
UHD-LL down4,,without_residual_refinement,150,20.677313196787306,0.8606383196512858,0.10425511689235767,0.05563792664557696
UHD-LL down4,,without_tapetum_update,150,12.61255846197269,0.7626541268825531,0.1916802368561427,0.13415162769456704
UHD-LL down4,,without_attention_modulation,150,23.57237053639403,0.913218758503596,0.09274847087760767,0.04536262800296147
UHD-LL down4,,without_spatial_amplification,150,11.371415491325958,0.6666619036595026,0.2428373032808304,0.1833552836626768
UHD-LL down4,,without_high_frequency_cue,150,24.80823327307972,0.9162486843268076,0.08853241605684162,0.04222537818054358
UHD-LL down4,,without_darkness_gate,150,20.066802584629556,0.9027178617318471,0.11153878942131996,0.06071156260867914
